Segment_Combination,gender,device_type,ad_position,browsing_history,time_of_day,Impressions,Clicks,Conversions,Spend,Revenue,CTR_Percent,CVR_Percent,ROAS,CPA,LTV,Profit,ROI_Percent
Mobile | News | Top | Unknown | Female,Female,Mobile,Top,News,Unknown,1,1,1,2.0,40,100.0,100.0,20.0,2.0,40.0,38.0,1900.0
Desktop | Shopping | Unknown | Afternoon | Unknown,Unknown,Desktop,Unknown,Shopping,Afternoon,6,4,1,12.0,43,66.67,25.0,3.583,12.0,43.0,31.0,258.33
Tablet | Unknown | Unknown | Evening | Male,Male,Tablet,Unknown,Unknown,Evening,6,4,1,12.0,43,66.67,25.0,3.583,12.0,43.0,31.0,258.33
Mobile | Unknown | Bottom | Morning | Male,Male,Mobile,Bottom,Unknown,Morning,6,4,1,12.0,43,66.67,25.0,3.583,12.0,43.0,31.0,258.33
Unknown | Entertainment | Side | Evening | Female,Female,Unknown,Side,Entertainment,Evening,6,4,1,12.0,43,66.67,25.0,3.583,12.0,43.0,31.0,258.33
Desktop | Shopping | Bottom | Evening | Male,Male,Desktop,Bottom,Shopping,Evening,6,4,1,12.0,43,66.67,25.0,3.583,12.0,43.0,31.0,258.33
Desktop | News | Unknown | Night | Unknown,Unknown,Desktop,Unknown,News,Night,6,3,1,12.0,42,50.0,33.33,3.5,12.0,42.0,30.0,250.0
Desktop | Entertainment | Side | Afternoon | Unknown,Unknown,Desktop,Side,Entertainment,Afternoon,6,3,1,12.0,42,50.0,33.33,3.5,12.0,42.0,30.0,250.0
Mobile | Social Media | Side | Evening | Unknown,Unknown,Mobile,Side,Social Media,Evening,6,3,1,12.0,42,50.0,33.33,3.5,12.0,42.0,30.0,250.0
Tablet | Education | Top | Afternoon | Unknown,Unknown,Tablet,Top,Education,Afternoon,6,2,1,12.0,41,33.33,50.0,3.417,12.0,41.0,29.0,241.67
Desktop | Entertainment | Bottom | Evening | Unknown,Unknown,Desktop,Bottom,Entertainment,Evening,6,2,1,12.0,41,33.33,50.0,3.417,12.0,41.0,29.0,241.67
Tablet | Unknown | Bottom | Afternoon | Male,Male,Tablet,Bottom,Unknown,Afternoon,6,1,1,12.0,40,16.67,100.0,3.333,12.0,40.0,28.0,233.33
Desktop | Unknown | Side | Unknown | Male,Male,Desktop,Side,Unknown,Unknown,13,8,2,26.0,86,61.54,25.0,3.308,13.0,43.0,60.0,230.77
Unknown | Unknown | Top | Unknown | Female,Female,Unknown,Top,Unknown,Unknown,7,7,1,14.0,46,100.0,14.29,3.286,14.0,46.0,32.0,228.57
Tablet | News | Bottom | Morning | Male,Male,Tablet,Bottom,News,Morning,7,7,1,14.0,46,100.0,14.29,3.286,14.0,46.0,32.0,228.57
Unknown | Social Media | Top | Night | Unknown,Unknown,Unknown,Top,Social Media,Night,7,7,1,14.0,46,100.0,14.29,3.286,14.0,46.0,32.0,228.57
Desktop | Social Media | Side | Unknown | Male,Male,Desktop,Side,Social Media,Unknown,7,7,1,14.0,46,100.0,14.29,3.286,14.0,46.0,32.0,228.57
Tablet | Unknown | Top | Night | Non-Binary,Non-Binary,Tablet,Top,Unknown,Night,13,6,2,26.0,84,46.15,33.33,3.231,13.0,42.0,58.0,223.08
Unknown | Entertainment | Top | Evening | Unknown,Unknown,Unknown,Top,Entertainment,Evening,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Unknown | Education | Top | Afternoon | Unknown,Unknown,Unknown,Top,Education,Afternoon,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Mobile | Shopping | Bottom | Night | Male,Male,Mobile,Bottom,Shopping,Night,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Desktop | Entertainment | Bottom | Afternoon | Non-Binary,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Desktop | Shopping | Unknown | Morning | Unknown,Unknown,Desktop,Unknown,Shopping,Morning,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Tablet | Entertainment | Top | Morning | Non-Binary,Non-Binary,Tablet,Top,Entertainment,Morning,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Mobile | Entertainment | Top | Unknown | Male,Male,Mobile,Top,Entertainment,Unknown,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Mobile | Shopping | Side | Night | Male,Male,Mobile,Side,Shopping,Night,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Tablet | Social Media | Side | Morning | Unknown,Unknown,Tablet,Side,Social Media,Morning,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Mobile | Social Media | Top | Unknown | Female,Female,Mobile,Top,Social Media,Unknown,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Tablet | Education | Side | Afternoon | Male,Male,Tablet,Side,Education,Afternoon,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Tablet | Entertainment | Unknown | Evening | Unknown,Unknown,Tablet,Unknown,Entertainment,Evening,7,6,1,14.0,45,85.71,16.67,3.214,14.0,45.0,31.0,221.43
Tablet | Shopping | Bottom | Unknown | Unknown,Unknown,Tablet,Bottom,Shopping,Unknown,13,5,2,26.0,83,38.46,40.0,3.192,13.0,41.5,57.0,219.23
Desktop | Entertainment | Bottom | Afternoon | Unknown,Unknown,Desktop,Bottom,Entertainment,Afternoon,14,11,2,28.0,89,78.57,18.18,3.179,14.0,44.5,61.0,217.86
Desktop | Shopping | Top | Afternoon | Unknown,Unknown,Desktop,Top,Shopping,Afternoon,14,11,2,28.0,89,78.57,18.18,3.179,14.0,44.5,61.0,217.86
Mobile | Social Media | Unknown | Afternoon | Unknown,Unknown,Mobile,Unknown,Social Media,Afternoon,7,5,1,14.0,44,71.43,20.0,3.143,14.0,44.0,30.0,214.29
Unknown | Unknown | Top | Afternoon | Non-Binary,Non-Binary,Unknown,Top,Unknown,Afternoon,7,5,1,14.0,44,71.43,20.0,3.143,14.0,44.0,30.0,214.29
Mobile | Social Media | Side | Morning | Female,Female,Mobile,Side,Social Media,Morning,7,5,1,14.0,44,71.43,20.0,3.143,14.0,44.0,30.0,214.29
Tablet | Shopping | Bottom | Night | Unknown,Unknown,Tablet,Bottom,Shopping,Night,7,5,1,14.0,44,71.43,20.0,3.143,14.0,44.0,30.0,214.29
Unknown | Social Media | Unknown | Afternoon | Unknown,Unknown,Unknown,Unknown,Social Media,Afternoon,7,5,1,14.0,44,71.43,20.0,3.143,14.0,44.0,30.0,214.29
Unknown | Shopping | Top | Morning | Female,Female,Unknown,Top,Shopping,Morning,7,5,1,14.0,44,71.43,20.0,3.143,14.0,44.0,30.0,214.29
Unknown | Shopping | Side | Morning | Unknown,Unknown,Unknown,Side,Shopping,Morning,7,5,1,14.0,44,71.43,20.0,3.143,14.0,44.0,30.0,214.29
Desktop | Unknown | Unknown | Morning | Non-Binary,Non-Binary,Desktop,Unknown,Unknown,Morning,7,5,1,14.0,44,71.43,20.0,3.143,14.0,44.0,30.0,214.29
Mobile | Education | Bottom | Evening | Female,Female,Mobile,Bottom,Education,Evening,7,5,1,14.0,44,71.43,20.0,3.143,14.0,44.0,30.0,214.29
Mobile | Education | Bottom | Morning | Female,Female,Mobile,Bottom,Education,Morning,7,5,1,14.0,44,71.43,20.0,3.143,14.0,44.0,30.0,214.29
Tablet | Entertainment | Top | Evening | Unknown,Unknown,Tablet,Top,Entertainment,Evening,7,5,1,14.0,44,71.43,20.0,3.143,14.0,44.0,30.0,214.29
Mobile | Unknown | Bottom | Night | Male,Male,Mobile,Bottom,Unknown,Night,29,25,4,58.0,181,86.21,16.0,3.121,14.5,45.25,123.0,212.07
Mobile | Shopping | Side | Unknown | Unknown,Unknown,Mobile,Side,Shopping,Unknown,7,4,1,14.0,43,57.14,25.0,3.071,14.0,43.0,29.0,207.14
Unknown | Unknown | Bottom | Night | Female,Female,Unknown,Bottom,Unknown,Night,7,4,1,14.0,43,57.14,25.0,3.071,14.0,43.0,29.0,207.14
Desktop | Unknown | Unknown | Night | Male,Male,Desktop,Unknown,Unknown,Night,14,8,2,28.0,86,57.14,25.0,3.071,14.0,43.0,58.0,207.14
Desktop | Unknown | Side | Morning | Non-Binary,Non-Binary,Desktop,Side,Unknown,Morning,7,4,1,14.0,43,57.14,25.0,3.071,14.0,43.0,29.0,207.14
Tablet | Education | Bottom | Morning | Female,Female,Tablet,Bottom,Education,Morning,7,3,1,14.0,42,42.86,33.33,3.0,14.0,42.0,28.0,200.0
Desktop | Unknown | Top | Afternoon | Female,Female,Desktop,Top,Unknown,Afternoon,7,3,1,14.0,42,42.86,33.33,3.0,14.0,42.0,28.0,200.0
Tablet | News | Top | Evening | Male,Male,Tablet,Top,News,Evening,8,8,1,16.0,47,100.0,12.5,2.938,16.0,47.0,31.0,193.75
Tablet | Education | Top | Evening | Female,Female,Tablet,Top,Education,Evening,8,8,1,16.0,47,100.0,12.5,2.938,16.0,47.0,31.0,193.75
Desktop | Shopping | Unknown | Afternoon | Female,Female,Desktop,Unknown,Shopping,Afternoon,8,8,1,16.0,47,100.0,12.5,2.938,16.0,47.0,31.0,193.75
Desktop | Entertainment | Top | Afternoon | Non-Binary,Non-Binary,Desktop,Top,Entertainment,Afternoon,8,8,1,16.0,47,100.0,12.5,2.938,16.0,47.0,31.0,193.75
Desktop | Unknown | Bottom | Morning | Unknown,Unknown,Desktop,Bottom,Unknown,Morning,30,18,4,60.0,174,60.0,22.22,2.9,15.0,43.5,114.0,190.0
Desktop | Entertainment | Bottom | Morning | Female,Female,Desktop,Bottom,Entertainment,Morning,8,7,1,16.0,46,87.5,14.29,2.875,16.0,46.0,30.0,187.5
Desktop | Unknown | Unknown | Afternoon | Non-Binary,Non-Binary,Desktop,Unknown,Unknown,Afternoon,8,7,1,16.0,46,87.5,14.29,2.875,16.0,46.0,30.0,187.5
Tablet | News | Side | Morning | Unknown,Unknown,Tablet,Side,News,Morning,8,7,1,16.0,46,87.5,14.29,2.875,16.0,46.0,30.0,187.5
Mobile | Social Media | Top | Evening | Non-Binary,Non-Binary,Mobile,Top,Social Media,Evening,8,7,1,16.0,46,87.5,14.29,2.875,16.0,46.0,30.0,187.5
Tablet | Entertainment | Side | Afternoon | Unknown,Unknown,Tablet,Side,Entertainment,Afternoon,8,6,1,16.0,45,75.0,16.67,2.812,16.0,45.0,29.0,181.25
Mobile | Entertainment | Bottom | Morning | Female,Female,Mobile,Bottom,Entertainment,Morning,8,6,1,16.0,45,75.0,16.67,2.812,16.0,45.0,29.0,181.25
Desktop | Unknown | Side | Unknown | Non-Binary,Non-Binary,Desktop,Side,Unknown,Unknown,8,6,1,16.0,45,75.0,16.67,2.812,16.0,45.0,29.0,181.25
Unknown | Unknown | Unknown | Evening | Male,Male,Unknown,Unknown,Unknown,Evening,8,6,1,16.0,45,75.0,16.67,2.812,16.0,45.0,29.0,181.25
Mobile | News | Side | Night | Unknown,Unknown,Mobile,Side,News,Night,8,6,1,16.0,45,75.0,16.67,2.812,16.0,45.0,29.0,181.25
Unknown | Unknown | Unknown | Afternoon | Male,Male,Unknown,Unknown,Unknown,Afternoon,8,5,1,16.0,44,62.5,20.0,2.75,16.0,44.0,28.0,175.0
Mobile | Unknown | Unknown | Unknown | Unknown,Unknown,Mobile,Unknown,Unknown,Unknown,16,10,2,32.0,88,62.5,20.0,2.75,16.0,44.0,56.0,175.0
Desktop | Education | Unknown | Afternoon | Unknown,Unknown,Desktop,Unknown,Education,Afternoon,8,5,1,16.0,44,62.5,20.0,2.75,16.0,44.0,28.0,175.0
Mobile | Entertainment | Top | Morning | Unknown,Unknown,Mobile,Top,Entertainment,Morning,8,5,1,16.0,44,62.5,20.0,2.75,16.0,44.0,28.0,175.0
Desktop | Unknown | Side | Afternoon | Female,Female,Desktop,Side,Unknown,Afternoon,8,5,1,16.0,44,62.5,20.0,2.75,16.0,44.0,28.0,175.0
Unknown | Entertainment | Top | Afternoon | Unknown,Unknown,Unknown,Top,Entertainment,Afternoon,8,5,1,16.0,44,62.5,20.0,2.75,16.0,44.0,28.0,175.0
Unknown | Unknown | Bottom | Evening | Female,Female,Unknown,Bottom,Unknown,Evening,17,15,2,34.0,93,88.24,13.33,2.735,17.0,46.5,59.0,173.53
Desktop | Unknown | Top | Morning | Non-Binary,Non-Binary,Desktop,Top,Unknown,Morning,8,4,1,16.0,43,50.0,25.0,2.688,16.0,43.0,27.0,168.75
Mobile | Education | Bottom | Afternoon | Unknown,Unknown,Mobile,Bottom,Education,Afternoon,8,4,1,16.0,43,50.0,25.0,2.688,16.0,43.0,27.0,168.75
Tablet | Shopping | Side | Unknown | Unknown,Unknown,Tablet,Side,Shopping,Unknown,8,4,1,16.0,43,50.0,25.0,2.688,16.0,43.0,27.0,168.75
Mobile | Unknown | Side | Morning | Non-Binary,Non-Binary,Mobile,Side,Unknown,Morning,17,13,2,34.0,91,76.47,15.38,2.676,17.0,45.5,57.0,167.65
Mobile | Education | Bottom | Evening | Male,Male,Mobile,Bottom,Education,Evening,9,9,1,18.0,48,100.0,11.11,2.667,18.0,48.0,30.0,166.67
Mobile | Education | Bottom | Evening | Non-Binary,Non-Binary,Mobile,Bottom,Education,Evening,9,9,1,18.0,48,100.0,11.11,2.667,18.0,48.0,30.0,166.67
Mobile | Shopping | Top | Afternoon | Non-Binary,Non-Binary,Mobile,Top,Shopping,Afternoon,9,9,1,18.0,48,100.0,11.11,2.667,18.0,48.0,30.0,166.67
Unknown | Unknown | Top | Morning | Unknown,Unknown,Unknown,Top,Unknown,Morning,17,12,2,34.0,90,70.59,16.67,2.647,17.0,45.0,56.0,164.71
Tablet | Unknown | Bottom | Unknown | Female,Female,Tablet,Bottom,Unknown,Unknown,18,17,2,36.0,95,94.44,11.76,2.639,18.0,47.5,59.0,163.89
Desktop | Unknown | Unknown | Afternoon | Male,Male,Desktop,Unknown,Unknown,Afternoon,8,3,1,16.0,42,37.5,33.33,2.625,16.0,42.0,26.0,162.5
Mobile | Entertainment | Side | Night | Unknown,Unknown,Mobile,Side,Entertainment,Night,18,16,2,36.0,94,88.89,12.5,2.611,18.0,47.0,58.0,161.11
Desktop | Unknown | Bottom | Morning | Non-Binary,Non-Binary,Desktop,Bottom,Unknown,Morning,9,8,1,18.0,47,88.89,12.5,2.611,18.0,47.0,29.0,161.11
Tablet | Unknown | Side | Night | Male,Male,Tablet,Side,Unknown,Night,17,10,2,34.0,88,58.82,20.0,2.588,17.0,44.0,54.0,158.82
Desktop | Shopping | Top | Night | Unknown,Unknown,Desktop,Top,Shopping,Night,17,10,2,34.0,88,58.82,20.0,2.588,17.0,44.0,54.0,158.82
Desktop | News | Top | Afternoon | Male,Male,Desktop,Top,News,Afternoon,9,7,1,18.0,46,77.78,14.29,2.556,18.0,46.0,28.0,155.56
Mobile | Unknown | Unknown | Night | Male,Male,Mobile,Unknown,Unknown,Night,9,7,1,18.0,46,77.78,14.29,2.556,18.0,46.0,28.0,155.56
Desktop | Shopping | Side | Evening | Male,Male,Desktop,Side,Shopping,Evening,9,7,1,18.0,46,77.78,14.29,2.556,18.0,46.0,28.0,155.56
Mobile | Social Media | Side | Unknown | Unknown,Unknown,Mobile,Side,Social Media,Unknown,9,7,1,18.0,46,77.78,14.29,2.556,18.0,46.0,28.0,155.56
Mobile | News | Top | Evening | Male,Male,Mobile,Top,News,Evening,9,6,1,18.0,45,66.67,16.67,2.5,18.0,45.0,27.0,150.0
Mobile | Entertainment | Top | Afternoon | Unknown,Unknown,Mobile,Top,Entertainment,Afternoon,9,6,1,18.0,45,66.67,16.67,2.5,18.0,45.0,27.0,150.0
Unknown | Unknown | Top | Morning | Male,Male,Unknown,Top,Unknown,Morning,9,6,1,18.0,45,66.67,16.67,2.5,18.0,45.0,27.0,150.0
Mobile | Entertainment | Side | Afternoon | Unknown,Unknown,Mobile,Side,Entertainment,Afternoon,9,6,1,18.0,45,66.67,16.67,2.5,18.0,45.0,27.0,150.0
Mobile | Shopping | Bottom | Morning | Female,Female,Mobile,Bottom,Shopping,Morning,10,10,1,20.0,49,100.0,10.0,2.45,20.0,49.0,29.0,145.0
Desktop | Social Media | Side | Morning | Male,Male,Desktop,Side,Social Media,Morning,10,10,1,20.0,49,100.0,10.0,2.45,20.0,49.0,29.0,145.0
Desktop | Unknown | Unknown | Evening | Non-Binary,Non-Binary,Desktop,Unknown,Unknown,Evening,9,5,1,18.0,44,55.56,20.0,2.444,18.0,44.0,26.0,144.44
Mobile | Unknown | Bottom | Afternoon | Unknown,Unknown,Mobile,Bottom,Unknown,Afternoon,39,32,4,78.0,188,82.05,12.5,2.41,19.5,47.0,110.0,141.03
Desktop | Entertainment | Bottom | Unknown | Unknown,Unknown,Desktop,Bottom,Entertainment,Unknown,10,9,1,20.0,48,90.0,11.11,2.4,20.0,48.0,28.0,140.0
Tablet | News | Bottom | Evening | Unknown,Unknown,Tablet,Bottom,News,Evening,10,9,1,20.0,48,90.0,11.11,2.4,20.0,48.0,28.0,140.0
Desktop | Education | Side | Morning | Female,Female,Desktop,Side,Education,Morning,10,9,1,20.0,48,90.0,11.11,2.4,20.0,48.0,28.0,140.0
Unknown | Unknown | Unknown | Night | Unknown,Unknown,Unknown,Unknown,Unknown,Night,18,8,2,36.0,86,44.44,25.0,2.389,18.0,43.0,50.0,138.89
Mobile | Unknown | Top | Night | Female,Female,Mobile,Top,Unknown,Night,9,4,1,18.0,43,44.44,25.0,2.389,18.0,43.0,25.0,138.89
Unknown | Unknown | Top | Night | Male,Male,Unknown,Top,Unknown,Night,10,8,1,20.0,47,80.0,12.5,2.35,20.0,47.0,27.0,135.0
Desktop | Shopping | Side | Night | Unknown,Unknown,Desktop,Side,Shopping,Night,10,7,1,20.0,46,70.0,14.29,2.3,20.0,46.0,26.0,130.0
Desktop | News | Side | Morning | Unknown,Unknown,Desktop,Side,News,Morning,10,7,1,20.0,46,70.0,14.29,2.3,20.0,46.0,26.0,130.0
Mobile | Social Media | Bottom | Unknown | Unknown,Unknown,Mobile,Bottom,Social Media,Unknown,10,7,1,20.0,46,70.0,14.29,2.3,20.0,46.0,26.0,130.0
Unknown | Unknown | Bottom | Afternoon | Female,Female,Unknown,Bottom,Unknown,Afternoon,10,7,1,20.0,46,70.0,14.29,2.3,20.0,46.0,26.0,130.0
Tablet | Social Media | Bottom | Unknown | Unknown,Unknown,Tablet,Bottom,Social Media,Unknown,10,7,1,20.0,46,70.0,14.29,2.3,20.0,46.0,26.0,130.0
Desktop | Education | Bottom | Night | Unknown,Unknown,Desktop,Bottom,Education,Night,10,7,1,20.0,46,70.0,14.29,2.3,20.0,46.0,26.0,130.0
Mobile | Unknown | Top | Evening | Unknown,Unknown,Mobile,Top,Unknown,Evening,29,16,3,58.0,133,55.17,18.75,2.293,19.33,44.33,75.0,129.31
Desktop | Unknown | Bottom | Evening | Unknown,Unknown,Desktop,Bottom,Unknown,Evening,41,28,4,82.0,184,68.29,14.29,2.244,20.5,46.0,102.0,124.39
Mobile | News | Side | Night | Female,Female,Mobile,Side,News,Night,11,10,1,22.0,49,90.91,10.0,2.227,22.0,49.0,27.0,122.73
Desktop | Entertainment | Side | Afternoon | Male,Male,Desktop,Side,Entertainment,Afternoon,11,10,1,22.0,49,90.91,10.0,2.227,22.0,49.0,27.0,122.73
Mobile | Entertainment | Top | Unknown | Unknown,Unknown,Mobile,Top,Entertainment,Unknown,10,5,1,20.0,44,50.0,20.0,2.2,20.0,44.0,24.0,120.0
Desktop | Unknown | Side | Unknown | Unknown,Unknown,Desktop,Side,Unknown,Unknown,42,28,4,84.0,184,66.67,14.29,2.19,21.0,46.0,100.0,119.05
Tablet | Unknown | Unknown | Morning | Non-Binary,Non-Binary,Tablet,Unknown,Unknown,Morning,11,9,1,22.0,48,81.82,11.11,2.182,22.0,48.0,26.0,118.18
Desktop | Unknown | Side | Morning | Male,Male,Desktop,Side,Unknown,Morning,11,9,1,22.0,48,81.82,11.11,2.182,22.0,48.0,26.0,118.18
Mobile | Unknown | Bottom | Night | Unknown,Unknown,Mobile,Bottom,Unknown,Night,32,21,3,64.0,138,65.62,14.29,2.156,21.33,46.0,74.0,115.62
Tablet | Education | Unknown | Unknown | Unknown,Unknown,Tablet,Unknown,Education,Unknown,10,4,1,20.0,43,40.0,25.0,2.15,20.0,43.0,23.0,115.0
Mobile | Unknown | Unknown | Unknown | Female,Female,Mobile,Unknown,Unknown,Unknown,10,4,1,20.0,43,40.0,25.0,2.15,20.0,43.0,23.0,115.0
Desktop | Shopping | Top | Evening | Unknown,Unknown,Desktop,Top,Shopping,Evening,11,8,1,22.0,47,72.73,12.5,2.136,22.0,47.0,25.0,113.64
Desktop | Social Media | Side | Night | Male,Male,Desktop,Side,Social Media,Night,12,12,1,24.0,51,100.0,8.33,2.125,24.0,51.0,27.0,112.5
Tablet | Unknown | Bottom | Afternoon | Unknown,Unknown,Tablet,Bottom,Unknown,Afternoon,33,23,3,66.0,140,69.7,13.04,2.121,22.0,46.67,74.0,112.12
Tablet | Unknown | Unknown | Evening | Female,Female,Tablet,Unknown,Unknown,Evening,11,7,1,22.0,46,63.64,14.29,2.091,22.0,46.0,24.0,109.09
Desktop | Unknown | Top | Evening | Non-Binary,Non-Binary,Desktop,Top,Unknown,Evening,11,7,1,22.0,46,63.64,14.29,2.091,22.0,46.0,24.0,109.09
Mobile | Education | Bottom | Night | Unknown,Unknown,Mobile,Bottom,Education,Night,11,7,1,22.0,46,63.64,14.29,2.091,22.0,46.0,24.0,109.09
Mobile | Unknown | Bottom | Unknown | Unknown,Unknown,Mobile,Bottom,Unknown,Unknown,22,14,2,44.0,92,63.64,14.29,2.091,22.0,46.0,48.0,109.09
Mobile | Social Media | Top | Night | Non-Binary,Non-Binary,Mobile,Top,Social Media,Night,12,11,1,24.0,50,91.67,9.09,2.083,24.0,50.0,26.0,108.33
Unknown | Unknown | Bottom | Unknown | Male,Male,Unknown,Bottom,Unknown,Unknown,11,6,1,22.0,45,54.55,16.67,2.045,22.0,45.0,23.0,104.55
Tablet | Unknown | Unknown | Morning | Male,Male,Tablet,Unknown,Unknown,Morning,11,6,1,22.0,45,54.55,16.67,2.045,22.0,45.0,23.0,104.55
Mobile | Social Media | Unknown | Morning | Unknown,Unknown,Mobile,Unknown,Social Media,Morning,11,6,1,22.0,45,54.55,16.67,2.045,22.0,45.0,23.0,104.55
Desktop | Unknown | Bottom | Unknown | Male,Male,Desktop,Bottom,Unknown,Unknown,12,10,1,24.0,49,83.33,10.0,2.042,24.0,49.0,25.0,104.17
Mobile | Unknown | Unknown | Morning | Female,Female,Mobile,Unknown,Unknown,Morning,11,5,1,22.0,44,45.45,20.0,2.0,22.0,44.0,22.0,100.0
Tablet | Unknown | Unknown | Unknown | Male,Male,Tablet,Unknown,Unknown,Unknown,12,9,1,24.0,48,75.0,11.11,2.0,24.0,48.0,24.0,100.0
Tablet | Unknown | Unknown | Night | Unknown,Unknown,Tablet,Unknown,Unknown,Night,24,17,2,48.0,95,70.83,11.76,1.979,24.0,47.5,47.0,97.92
Mobile | Education | Bottom | Unknown | Unknown,Unknown,Mobile,Bottom,Education,Unknown,13,12,1,26.0,51,92.31,8.33,1.962,26.0,51.0,25.0,96.15
Tablet | Entertainment | Bottom | Night | Unknown,Unknown,Tablet,Bottom,Entertainment,Night,13,12,1,26.0,51,92.31,8.33,1.962,26.0,51.0,25.0,96.15
Mobile | Education | Bottom | Morning | Male,Male,Mobile,Bottom,Education,Morning,13,12,1,26.0,51,92.31,8.33,1.962,26.0,51.0,25.0,96.15
Tablet | Entertainment | Bottom | Night | Male,Male,Tablet,Bottom,Entertainment,Night,13,12,1,26.0,51,92.31,8.33,1.962,26.0,51.0,25.0,96.15
Desktop | Social Media | Side | Evening | Male,Male,Desktop,Side,Social Media,Evening,13,12,1,26.0,51,92.31,8.33,1.962,26.0,51.0,25.0,96.15
Tablet | Unknown | Bottom | Morning | Female,Female,Tablet,Bottom,Unknown,Morning,12,8,1,24.0,47,66.67,12.5,1.958,24.0,47.0,23.0,95.83
Mobile | Unknown | Bottom | Evening | Male,Male,Mobile,Bottom,Unknown,Evening,25,19,2,50.0,97,76.0,10.53,1.94,25.0,48.5,47.0,94.0
Unknown | Unknown | Bottom | Morning | Unknown,Unknown,Unknown,Bottom,Unknown,Morning,23,11,2,46.0,89,47.83,18.18,1.935,23.0,44.5,43.0,93.48
Tablet | Unknown | Bottom | Night | Male,Male,Tablet,Bottom,Unknown,Night,13,11,1,26.0,50,84.62,9.09,1.923,26.0,50.0,24.0,92.31
Desktop | Unknown | Top | Evening | Female,Female,Desktop,Top,Unknown,Evening,13,11,1,26.0,50,84.62,9.09,1.923,26.0,50.0,24.0,92.31
Desktop | Unknown | Top | Unknown | Unknown,Unknown,Desktop,Top,Unknown,Unknown,39,31,3,78.0,148,79.49,9.68,1.897,26.0,49.33,70.0,89.74
Desktop | Unknown | Bottom | Unknown | Unknown,Unknown,Desktop,Bottom,Unknown,Unknown,40,34,3,80.0,151,85.0,8.82,1.887,26.67,50.33,71.0,88.75
Unknown | Education | Bottom | Afternoon | Unknown,Unknown,Unknown,Bottom,Education,Afternoon,13,10,1,26.0,49,76.92,10.0,1.885,26.0,49.0,23.0,88.46
Unknown | Unknown | Unknown | Morning | Unknown,Unknown,Unknown,Unknown,Unknown,Morning,26,20,2,52.0,98,76.92,10.0,1.885,26.0,49.0,46.0,88.46
Mobile | Unknown | Top | Morning | Non-Binary,Non-Binary,Mobile,Top,Unknown,Morning,13,10,1,26.0,49,76.92,10.0,1.885,26.0,49.0,23.0,88.46
Mobile | Unknown | Unknown | Afternoon | Male,Male,Mobile,Unknown,Unknown,Afternoon,13,9,1,26.0,48,69.23,11.11,1.846,26.0,48.0,22.0,84.62
Desktop | Education | Bottom | Afternoon | Unknown,Unknown,Desktop,Bottom,Education,Afternoon,14,12,1,28.0,51,85.71,8.33,1.821,28.0,51.0,23.0,82.14
Tablet | Unknown | Unknown | Unknown | Unknown,Unknown,Tablet,Unknown,Unknown,Unknown,27,19,2,54.0,97,70.37,10.53,1.796,27.0,48.5,43.0,79.63
Unknown | Unknown | Side | Afternoon | Male,Male,Unknown,Side,Unknown,Afternoon,14,11,1,28.0,50,78.57,9.09,1.786,28.0,50.0,22.0,78.57
Desktop | Unknown | Bottom | Afternoon | Unknown,Unknown,Desktop,Bottom,Unknown,Afternoon,42,33,3,84.0,150,78.57,9.09,1.786,28.0,50.0,66.0,78.57
Tablet | Unknown | Top | Unknown | Unknown,Unknown,Tablet,Top,Unknown,Unknown,41,29,3,82.0,146,70.73,10.34,1.78,27.33,48.67,64.0,78.05
Mobile | Unknown | Side | Afternoon | Unknown,Unknown,Mobile,Side,Unknown,Afternoon,28,21,2,56.0,99,75.0,9.52,1.768,28.0,49.5,43.0,76.79
Mobile | Social Media | Top | Afternoon | Female,Female,Mobile,Top,Social Media,Afternoon,15,14,1,30.0,53,93.33,7.14,1.767,30.0,53.0,23.0,76.67
Unknown | Unknown | Side | Morning | Unknown,Unknown,Unknown,Side,Unknown,Morning,29,24,2,58.0,102,82.76,8.33,1.759,29.0,51.0,44.0,75.86
Desktop | Unknown | Bottom | Morning | Female,Female,Desktop,Bottom,Unknown,Morning,14,10,1,28.0,49,71.43,10.0,1.75,28.0,49.0,21.0,75.0
Desktop | Unknown | Bottom | Afternoon | Male,Male,Desktop,Bottom,Unknown,Afternoon,14,10,1,28.0,49,71.43,10.0,1.75,28.0,49.0,21.0,75.0
Tablet | Shopping | Side | Afternoon | Unknown,Unknown,Tablet,Side,Shopping,Afternoon,14,10,1,28.0,49,71.43,10.0,1.75,28.0,49.0,21.0,75.0
